ma_temp,ma_min_temp,ma_max_temp,ma_rain,avg_price
5.485526315789474,0.2098684210526311,11.236184210526316,2.4914473684210527,2682
5.4,0.12960526315789425,11.157894736842106,2.3644736842105267,2682
5.330921052631579,0.08355263157894689,11.078289473684213,2.365789473684211,2572
5.2651315789473685,0.014473684210525839,11.015789473684213,2.3506578947368424,2612
5.211184210526317,-0.0526315789473689,10.975000000000001,2.2894736842105265,2702
5.141447368421054,-0.12105263157894786,10.90263157894737,2.240789473684211,2832
5.063157894736844,-0.18684210526315836,10.809868421052633,2.254605263157895,2832
4.9993421052631595,-0.24342105263157943,10.7375,2.2684210526315787,2832
4.948026315789474,-0.2835526315789478,10.686842105263159,2.2684210526315787,2932
4.896052631578947,-0.3263157894736846,10.632894736842106,2.2684210526315787,2932
4.830263157894737,-0.378289473684211,10.5625,2.2677631578947364,3012
4.753947368421053,-0.4440789473684215,10.473684210526315,2.293421052631578,3134
4.6947368421052635,-0.5000000000000004,10.40263157894737,2.309210526315789,3044
4.621710526315789,-0.5796052631578952,10.323026315789475,2.3105263157894727,3044
4.559210526315789,-0.6072368421052636,10.227631578947369,2.311842105263157,3044
4.571052631578947,-0.5769736842105267,10.213157894736844,2.5026315789473674,3054
4.601315789473684,-0.5144736842105267,10.214473684210526,2.5210526315789465,3036
4.630263157894737,-0.48552631578947414,10.24013157894737,2.474999999999999,3176
4.638815789473684,-0.48684210526315835,10.257894736842108,2.4743421052631573,3086
4.632894736842105,-0.49078947368421094,10.26513157894737,2.472368421052631,3012
4.635526315789473,-0.47894736842105307,10.271052631578948,2.472368421052631,3012
4.642763157894737,-0.48092105263157936,10.292763157894736,2.416447368421052,3012
4.625657894736842,-0.5098684210526321,10.303289473684211,2.3934210526315782,2962
4.593421052631578,-0.5684210526315794,10.304605263157896,2.242105263157894,2862
4.557894736842105,-0.584868421052632,10.260526315789475,2.242105263157894,2962
4.533552631578947,-0.603289473684211,10.225657894736843,2.242105263157894,2942
4.531578947368421,-0.5980263157894742,10.22171052631579,2.228947368421052,2936
4.544078947368421,-0.5809210526315794,10.23421052631579,2.2256578947368415,2936
4.538815789473684,-0.5631578947368426,10.207894736842107,2.226315789473684,2936
4.518421052631579,-0.5907894736842111,10.188815789473685,2.226315789473684,2986
4.490131578947369,-0.6138157894736848,10.159210526315789,2.2124999999999995,2986
4.469078947368422,-0.6427631578947374,10.140789473684212,2.154605263157894,2992
4.45,-0.6828947368421059,10.138815789473686,1.9638157894736834,3032
4.426973684210527,-0.6934210526315795,10.097368421052632,1.9776315789473677,3052
4.411184210526317,-0.7065789473684216,10.088815789473685,1.9421052631578943,3052
4.399342105263159,-0.7019736842105269,10.069078947368423,1.9427631578947366,3052
4.392105263157895,-0.7092105263157901,10.05855263157895,1.9427631578947366,2992
4.4006578947368435,-0.7052631578947374,10.076315789473687,1.9414473684210525,2992
4.4046052631578965,-0.7256578947368427,10.107894736842107,1.9059210526315788,2902
4.401973684210527,-0.7368421052631584,10.13289473684211,1.7217105263157895,2926
4.398026315789474,-0.7296052631578952,10.121052631578952,1.7217105263157895,3022
4.3842105263157904,-0.7309210526315795,10.09276315789474,1.7217105263157895,3022
4.384868421052633,-0.709868421052632,10.080921052631583,1.7230263157894736,3022
4.413157894736844,-0.6539473684210532,10.0921052631579,1.7473684210526315,2942
4.455921052631581,-0.6065789473684217,10.130921052631583,1.8138157894736842,2982
4.4973684210526335,-0.5881578947368427,10.203947368421058,1.8131578947368419,2982
4.52434210526316,-0.5868421052631586,10.268421052631584,1.7697368421052628,2822
4.530263157894739,-0.5947368421052639,10.290131578947376,1.7506578947368419,2796
4.548026315789476,-0.5684210526315796,10.30723684210527,1.7526315789473683,2796
4.570394736842107,-0.5296052631578954,10.307894736842112,1.763815789473684,2796
4.578947368421054,-0.5151315789473692,10.32302631578948,1.7980263157894734,2772
4.594736842105265,-0.48092105263157964,10.339473684210533,1.797368421052631,2872
4.628947368421055,-0.43947368421052707,10.369736842105269,1.8289473684210522,2892
4.6809210526315805,-0.38092105263157966,10.421710526315797,1.8296052631578945,3182
4.730263157894738,-0.3506578947368429,10.490789473684217,1.7447368421052631,3282
4.776315789473686,-0.2842105263157903,10.521710526315797,1.7177631578947365,3282
4.833552631578949,-0.21578947368421134,10.56381578947369,1.7177631578947365,3282
4.894078947368423,-0.14934210526315872,10.618421052631584,1.7177631578947365,3282
4.957894736842107,-0.08486842105263243,10.674342105263165,1.7171052631578945,3356
5.011184210526317,-0.04802631578947453,10.739473684210532,1.7157894736842103,3282
5.063815789473686,-0.008552631578948205,10.7921052631579,1.7,3312
5.125657894736844,0.06447368421052548,10.828289473684215,1.700657894736842,3636
5.214473684210529,0.1651315789473676,10.918421052631585,1.6684210526315788,3636
5.318421052631581,0.27828947368420964,11.0171052631579,1.6736842105263157,3636
5.421052631578949,0.37368421052631495,11.132236842105268,1.6526315789473685,3636
5.486842105263159,0.44144736842105176,11.2046052631579,1.3986842105263155,3636
5.55263157894737,0.5105263157894728,11.281578947368427,1.3960526315789472,3636
5.621052631578949,0.573684210526315,11.366447368421058,1.3848684210526314,3642
5.692763157894738,0.6486842105263149,11.43881578947369,1.3763157894736842,3122
5.786842105263159,0.7473684210526307,11.541447368421059,1.3546052631578949,3122
5.890789473684213,0.8578947368421044,11.635526315789479,1.4138157894736842,3122
5.998026315789476,0.9710526315789464,11.73881578947369,1.4039473684210526,3052
6.050657894736844,1.0401315789473675,11.769736842105267,1.4125,2982
6.086184210526318,1.105921052631578,11.784868421052636,1.4131578947368422,2932
